Date,Start_Hour,End_Hour,Day_of_Year,Production,Temperature_C,Humidity_Percent,Precipitation_mm,WindSpeed_kmh,Source_Wind,Season_Spring,Season_Summer,Season_Winter,Day_Name_Monday,Day_Name_Saturday,Day_Name_Sunday,Day_Name_Thursday,Day_Name_Tuesday,Day_Name_Wednesday,Month_Name_August,Month_Name_December,Month_Name_February,Month_Name_January,Month_Name_July,Month_Name_June,Month_Name_March,Month_Name_May,Month_Name_November,Month_Name_October,Month_Name_September,Rainfall_Flag_Yes
2025-02-20,22,23,51,9192,9.5,87,0.0,2.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,19,20,51,8911,10.8,85,0.0,3.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,18,19,51,8106,11.5,84,0.0,3.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,17,18,51,8149,12.0,77,0.1,10.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,15,16,51,10442,12.9,72,0.9,9.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,21,22,51,9773,9.8,87,0.0,2.8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-20,3,4,51,7066,11.5,95,1.6,5.3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,11,12,51,12010,12.7,86,0.1,9.1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,7,8,51,8186,11.0,97,0.3,11.7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,10,11,51,11145,11.6,91,0.3,6.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-20,8,9,51,9034,10.8,97,0.6,12.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-19,4,5,50,9095,13.8,37,0.0,9.3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,19,20,50,6479,18.2,44,0.0,2.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,10,11,50,9254,19.8,28,0.0,6.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,2,3,50,10294,15.5,31,0.0,12.6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,18,19,50,4946,19.7,31,0.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,6,7,50,8798,12.8,45,0.0,9.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,22,23,50,7254,14.2,64,0.4,10.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-19,23,0,50,7173,12.8,77,0.2,12.6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-19,11,12,50,9150,21.5,24,0.0,5.4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,5,6,50,9030,13.3,39,0.0,9.4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,1,2,50,10633,15.8,30,0.0,14.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,17,18,50,4619,21.4,27,0.0,5.4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,0,1,50,10838,16.3,30,0.0,17.4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,8,9,50,8780,13.7,43,0.0,9.3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,3,4,50,9476,14.8,35,0.0,9.4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,14,15,50,7382,23.6,20,0.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,21,22,50,7729,15.5,57,0.0,14.7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,9,10,50,9155,16.9,36,0.0,7.1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,16,17,50,5447,22.3,22,0.0,7.1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,15,16,50,6522,22.7,22,0.0,8.7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,13,14,50,8217,23.6,20,0.0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,7,8,50,8590,12.6,46,0.0,7.8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,12,13,50,8834,22.7,21,0.0,3.7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-19,20,21,50,7629,17.3,39,0.0,14.7,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,23,0,49,11232,17.5,25,0.0,16.8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,11,12,49,10021,22.2,17,0.0,5.7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,20,21,49,11737,18.7,25,0.0,13.6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,12,13,49,10449,23.7,12,0.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,9,10,49,7937,16.7,32,0.0,4.6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,2,3,49,4496,12.7,31,0.0,2.7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,5,6,49,5069,10.8,35,0.0,5.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,14,15,49,9825,24.3,12,0.0,10.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,15,16,49,9155,23.5,13,0.0,12.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,8,9,49,7244,12.3,43,0.0,6.2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,19,20,49,11327,18.6,25,0.0,12.4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,13,14,49,10282,24.3,11,0.0,7.8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,3,4,49,4518,12.2,32,0.0,5.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,1,2,49,4186,13.6,30,0.0,3.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,0,1,49,3944,15.0,28,0.0,5.4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,21,22,49,12040,18.3,25,0.0,12.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,18,19,49,9619,20.0,21,0.0,11.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,16,17,49,8247,22.8,14,0.0,13.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,22,23,49,11560,18.0,24,0.0,12.3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,4,5,49,4636,11.5,33,0.0,6.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,6,7,49,5409,11.6,44,0.0,7.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,10,11,49,8855,20.0,23,0.0,3.4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,7,8,49,6173,10.7,48,0.0,5.6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-18,17,18,49,7911,21.5,16,0.0,12.6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,17,18,48,2055,21.4,31,0.0,5.2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,15,16,48,5913,22.6,28,0.0,3.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,19,20,48,2763,18.7,33,0.0,10.9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,13,14,48,7315,21.3,31,0.0,2.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,12,13,48,7102,21.1,32,0.0,6.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,6,7,48,4243,11.3,69,0.0,4.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,3,4,48,4015,12.6,48,0.0,6.8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,1,2,48,4092,13.1,47,0.0,6.1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,16,17,48,4013,22.3,29,0.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,0,1,48,4242,13.1,48,0.0,5.9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,10,11,48,5038,17.5,43,0.0,3.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,8,9,48,4451,13.2,60,0.0,5.7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,2,3,48,4086,12.6,48,0.0,6.2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,18,19,48,2018,20.0,30,0.0,9.2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,11,12,48,6189,19.0,37,0.1,5.7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-17,14,15,48,6881,22.2,29,0.0,1.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,20,21,48,3325,17.8,35,0.0,12.3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,21,22,48,3981,17.2,34,0.0,11.7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,22,23,48,4220,16.6,31,0.0,10.2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,5,6,48,4172,11.3,49,0.0,3.6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,4,5,48,3972,12.2,48,0.0,5.9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,9,10,48,4639,15.5,46,0.0,1.1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,7,8,48,4211,11.5,68,0.0,7.7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-17,23,0,48,3993,16.0,28,0.0,7.5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,10,11,47,7270,18.6,30,0.0,7.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,11,12,47,8307,20.7,32,0.0,6.9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,12,13,47,8762,22.1,30,0.0,7.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,16,17,47,5745,21.0,32,0.1,4.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-16,0,1,47,4574,13.1,39,0.0,8.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,20,21,47,6858,15.6,50,0.0,8.2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,1,2,47,4220,12.5,37,0.0,8.7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,17,18,47,4736,20.1,33,0.0,2.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,8,9,47,4873,12.1,45,0.0,6.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,9,10,47,6111,15.1,37,0.0,6.7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,19,20,47,6840,17.0,50,0.0,8.1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,14,15,47,8204,21.9,29,0.0,7.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,22,23,47,5350,14.4,47,0.0,7.7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,5,6,47,3793,11.4,40,0.0,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,2,3,47,4051,12.6,36,0.0,7.4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,3,4,47,3885,12.0,38,0.0,5.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,4,5,47,3812,11.4,39,0.0,5.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,7,8,47,4139,10.8,46,0.0,4.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,6,7,47,3836,11.9,41,0.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,13,14,47,8695,23.1,27,0.0,11.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,23,0,47,4658,14.1,46,0.0,6.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,15,16,47,7155,22.4,28,0.0,9.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,21,22,47,6204,14.6,50,0.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-16,18,19,47,5834,17.6,50,0.2,9.2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-02-15,0,1,46,7367,14.0,28,0.0,3.7,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,3,4,46,6015,13.2,26,0.0,5.2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,2,3,46,6491,13.6,27,0.0,6.2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,21,22,46,5507,15.8,31,0.0,7.4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,13,14,46,9563,22.7,18,0.0,11.9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,12,13,46,10225,21.8,20,0.0,10.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,8,9,46,6296,12.2,33,0.0,6.9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,6,7,46,4893,12.6,31,0.0,7.6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,22,23,46,5661,14.8,34,0.0,4.1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,1,2,46,7209,13.8,28,0.0,5.5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,11,12,46,9906,20.2,23,0.0,6.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,4,5,46,5875,13.0,26,0.0,4.5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,16,17,46,4975,22.5,18,0.0,10.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,15,16,46,7084,23.0,17,0.0,11.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,20,21,46,5334,16.9,29,0.0,8.6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,17,18,46,3299,21.6,19,0.0,8.6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,23,0,46,5253,13.7,40,0.0,0.9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,19,20,46,4957,18.4,26,0.0,5.9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,10,11,46,8954,18.1,24,0.0,2.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,9,10,46,7662,15.5,27,0.0,2.3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,5,6,46,5417,12.7,26,0.0,4.9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,7,8,46,5705,11.3,34,0.0,5.1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,14,15,46,8642,23.1,17,0.0,11.3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-15,18,19,46,3681,20.0,23,0.0,8.4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,12,13,45,9622,21.7,14,0.0,8.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,13,14,45,9405,22.1,14,0.0,10.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,17,18,45,5957,20.3,19,0.0,8.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,9,10,45,6637,14.2,23,0.0,4.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,7,8,45,5237,9.2,30,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,10,11,45,7935,17.8,19,0.0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,0,1,45,4495,12.2,21,0.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,5,6,45,5166,10.0,22,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,19,20,45,6593,17.2,24,0.0,7.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,14,15,45,9156,22.2,15,0.0,10.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,2,3,45,4219,11.4,19,0.0,5.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,4,5,45,4885,10.5,21,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,16,17,45,7129,21.4,18,0.0,8.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,18,19,45,6227,18.3,22,0.0,8.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,20,21,45,6797,16.2,26,0.0,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,23,0,45,7837,14.7,27,0.0,5.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,3,4,45,4443,11.3,19,0.0,4.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,8,9,45,5622,11.0,26,0.0,5.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,11,12,45,9119,20.2,17,0.0,5.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,6,7,45,5259,8.8,32,0.0,3.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,21,22,45,7206,15.5,26,0.0,5.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,1,2,45,4207,12.4,20,0.0,6.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,15,16,45,8419,22.0,16,0.0,9.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-14,22,23,45,7638,14.9,27,0.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,15,16,44,3962,20.5,13,0.0,10.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,19,20,44,4250,15.2,26,0.0,8.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,7,8,44,1587,10.5,24,0.0,7.6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,10,11,44,3545,17.4,14,0.0,4.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,13,14,44,4863,20.6,11,0.0,11.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,14,15,44,4494,20.7,12,0.0,11.6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,16,17,44,3521,19.9,14,0.0,9.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,23,0,44,4458,13.2,21,0.0,7.8,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,22,23,44,4261,13.4,23,0.0,10.7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,8,9,44,1808,11.9,20,0.0,8.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,5,6,44,1439,10.2,37,0.0,6.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,3,4,44,1237,10.5,42,0.0,3.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,0,1,44,1016,11.5,38,0.0,4.9,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,2,3,44,1090,10.9,41,0.0,3.6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,20,21,44,4432,13.9,28,0.0,10.3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,4,5,44,1341,10.2,41,0.0,4.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,11,12,44,4235,18.9,13,0.0,5.6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,9,10,44,2537,14.8,17,0.0,6.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,1,2,44,1112,11.5,39,0.0,4.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,6,7,44,1499,10.6,30,0.0,7.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,17,18,44,3069,18.8,17,0.0,7.2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,21,22,44,4258,13.6,26,0.0,11.4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,18,19,44,3474,16.9,22,0.0,7.7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-13,12,13,44,4714,20.1,11,0.0,9.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,16,17,43,1025,20.3,22,0.0,7.2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,1,2,43,2685,11.9,56,0.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,22,23,43,589,11.7,35,0.0,5.1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,23,0,43,785,11.2,38,0.0,4.5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,12,13,43,3593,20.2,27,0.0,10.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-12,2,3,43,2607,11.3,55,0.0,5.6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
